"evidenceId","section","claim","evidenceNature","boundary","ordinal","id","date","title","url","quote","quoteExact"
"D22","哀悼、悼亡与继续生活","作者把庆祝他人死亡理解为公开暴露自己的死刑阈值，并认为这种低阈值表达会迅速损害周围人的安全感和关系信用。","作者的死亡言论与关系后果判断","文章针对因日常冒犯而庆祝死亡的表达，不讨论全部战争、刑罚或公共纪念语境。","2194","d1dcc73d-ffe0-5bb7-ae82-3830e32b1e11","2023-06-07","死亡搁浅","https://www.zhihu.com/question/599292854/answer/3062318385","你诅咒一个人或者庆祝一个人的死亡的行为，标定了你心目中的死刑标准。","True"
"D23","哀悼、悼亡与继续生活","作者把死亡时间与面对死亡的姿态分开，并以是否忏悔和是否自弃生命区分善终与恶终，使幸存者不必把死亡本身理解为失败。","作者的善终与哀悼重构","意外、病故、蒙冤、自戕和忏悔的分类是作者的生命伦理判断，不作外部宗教或医学裁决。","2842","11df04ce-286f-534f-9f43-69112ff942fb","2022-04-22","生死契阔","https://www.zhihu.com/question/529423798/answer/2452174568","人不必执着于自己什么时候死，而要在意自己将以什么样的姿态面对死亡。","True"
"D24","哀悼、悼亡与继续生活","作者把真正祭奠写成生者因他人苦难而重新检查生活、和解、原谅和行动，使无辜受苦不只留下短暂安慰。","作者的无常警醒与纪念实践","文章把苦难称为警醒他人的祭献，是作者的意义解释，不表示受苦本身应被追求。","2204","571e42e2-865f-5a6e-af1d-cc2e64bdf7e4","2023-06-03","无常之祭","https://www.zhihu.com/question/604447833/answer/3056636079","才是对伤者悲痛的真正祭奠。","True"
"D25","祭祀、祖先与公共共同体","作者把古代献祭解释为聚集人口、供给食宿、统一食品标准、宣读神谕和完成议事选举的低技术公共制度。","作者的祭祀制度解释","希腊、罗马与中国祭礼史及行政发展均为作者的宏观历史判断。","2129","c98fe747-68f6-59f2-bb60-d3c14d93ca6e","2023-07-11","祭祀","https://www.zhihu.com/question/20440782/answer/3112908916","实际上“献祭”是在古代推动公共事务、维持政治运作的关键要素。","True"
"D26","祭祀、祖先与公共共同体","作者把祭祀、历法和年号连接为统一社会时间、安排生产服务并由统治者为时间计划承担责任的制度。","作者的祭祀与时间治理解释","历书宜忌、年号和宗教纪年的起源与功能均为作者推演。","3435","c6afed4c-3d1b-5df4-8388-494f7d756c13","2021-03-19","年号","https://www.zhihu.com/question/26763833/answer/1787791312","“祀”是一种“全地图时间魔法”，是官方发布全体臣民的首要政策共识——同一时间表——的方法。","True"
"D27","祭祀、祖先与公共共同体","作者把中国人的死亡接受放入香火传承结构：父母先为子女承担生存压力，待子女婚育和第三代出生后才更容易放松延寿执着。","作者的代际生命结构判断","“典型中国人”的文化模型是作者概括，不能外推为每个家庭的实际心理。","420","bf193bd7-4f2a-5cd2-8208-da6729d44ba2","2025-12-17","生于斯","https://www.zhihu.com/question/503463009/answer/1984754214891701635","第三代的出生，约等于第一代接受死亡的无声前提。","True"
"D28","祭祀、祖先与公共共同体","作者认为公共苦难的纪念不能止于确认敌人邪恶，而应持续追问灾难为何未被阻止、哪些准备被忽略以及怎样防止重演。","作者的苦难纪念与行动判断","文章要求持续寻找而不宣布终局答案，具体历史原因仍须分别研究。","2920","ba45d8bb-feb3-5e50-b6ed-978a386eb253","2021-12-14","苦难的价值","https://www.zhihu.com/question/505636719/answer/2270432998","让你从以后永远一看到它就心痛如绞，咬住牙关不能不继续再寻找，才是它的意义所在。","True"
"D29","祭祀、祖先与公共共同体","作者把攀附祖先理解为家族选择身份、技艺投资和政治方向的战略叙事，并主张外部纠错可能被对方视为敌对行动。","作者的祖先叙事与政治机制解释","文章没有否认史学规范本身，而是说明家族政治叙事的目标并不以学术核验为先。","1890","8a3adbba-acb1-5edb-99a9-8ed7264642e3","2023-12-10","中山靖王之后","https://www.zhihu.com/question/309154799/answer/3319842097","历史叙事首先是政治机制的结果，而不是史学规范的结果。","True"
"D30","祭祀、祖先与公共共同体","作者把祖宗自觉定义为不再只谋求个人一代速成，而为后代积累可继承的基业、经验、教育和跨血缘合作网络。","作者的家族延续与祖宗角色判断","永世家族、名门概率和现代家族机制均为作者的理想模型和历史概括。","3933","110e0b03-7dc0-54f9-944c-06a6d5934753","2019-05-19","门当户对","https://www.zhihu.com/question/320314301/answer/687854449","财富并不是最难获得的家族资源，传承和韧性才是。","True"
"D31","遗愿、遗物与历史存在","作者拒绝把留下数字遗产与被网络遗忘设成互斥选项，暗示身后可见性可以按内容、对象或时间作差异化安排。","明示二分法反驳","短文没有给出数字遗产分类、平台处置或隐私实施方案，不能补写为完整制度主张。","2319","3a71ddf7-b0ea-58f6-8c08-a3881e2a65ac","2023-04-04","兼得","https://www.zhihu.com/question/593491432/answer/2968189284","就是认为“留下数字遗产”和“被网络遗忘”不可兼得。","True"
"D32","遗愿、遗物与历史存在","作者把生命价值的实践尺度写成对其他生命产生可被感知的改变，并以被记忆、继承和继续影响的时间积分定义历史存在。","明示历史存在定义","这是作者提供给缺少超世俗信仰者的过渡性价值观，不被写成唯一终极信仰。","3789","cfadb4bf-2203-5a52-a0cd-75fd7ae59d83","2020-05-16","过渡性价值观","https://www.zhihu.com/question/384441334/answer/1225583479","你将存在到无人再意识得到你存在过的那一刻为止。","True"
"D33","遗愿、遗物与历史存在","作者把濒危手工技艺类比为种子库中的原始种，主张以最低资源保存完整工序，使技术遗产在未来条件恢复时能够重新生长。","作者的技术遗产保存命题","文明崩溃、手工重建和遗产永生的功能属于作者推演，不代表所有旧技术都须维持现实生产。","27","6587f538-6d67-5561-99dd-2eaf61719621","2026-07-09","眠种","https://www.zhihu.com/question/427364036/answer/2038687768700772586","伟业不死，只是逢冬而眠。","True"
"D34","遗愿、遗物与历史存在","作者把超越死亡与绝望的道路写成向不特定他人留下可继承的精神收益，使生命意义不再依赖个人满足能否持续。","明示精神遗产与生命价值判断","文章称其为战胜绝望的唯一途径，是作者的强命题；具体精神遗产仍可有多种形式。","3968","0343f198-b719-5501-9a90-6b9d3d5d60f4","2019-01-26","免于极端","https://www.zhihu.com/question/309682535/answer/582181598","人的意义是由他或有意或无意的遗产定义的，而非由他自身的满足定义。","True"
"D35","遗愿、遗物与历史存在","作者以连续遗嘱、个人受益人、遗嘱信托和公益捐赠设计跨代财产，使遗产不因婚姻共有或继承人意外而偏离安排。","作者的具体遗嘱方案","方案针对独生女家庭的特定情境，未核验不同法域中的遗嘱与信托效力。","2360","9955b8f1-0228-51e7-bcd8-206f811b654e","2023-03-08","绝户计","https://www.zhihu.com/question/302878284/answer/2927652907","父母的遗嘱明确指明受益人是自己的女儿，而非女儿夫妇。","True"
"D36","遗愿、遗物与历史存在","作者把财富视为受托管理的责任，并要求临终者不能为延寿耗尽全部财富，至少要通过继承或公益安排给后人和世人留下遗产。","作者的财富托付与临终遗产判断","上帝托付、节俭生命和遗产比例属于作者的宗教财富观，不替代医疗、继承和财产法律。","3801","2133f3d8-4ccb-5c0f-9c09-1539ab21c794","2020-05-01","财富观","https://www.zhihu.com/question/314627020/answer/1193533378","也就是必有遗产留给世人。","True"
