"evidenceId","section","claim","evidenceNature","boundary","ordinal","id","date","title","url","quote","quoteExact","sourceReadingFile"
"R11","上帝、神与神性","本文认为，不存在“我来救你”这种关系，因为任何人既没有资格也没有能力改写另一个人的终局。帮助者若把自己的行为理解为服从上帝命令，就不必先判断对方是否“可救”或最终是否得救；他只需按被指定的程度完成义务，不对后续好运居功，也不对厄运负责。相反，凭个人意志自居为拯救者，是僭越神权，会让对方把希望寄托在帮助者身上，最终在帮助者不得不放弃时留下机会成本和憎恨。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","3870","dabd4834-d47b-503e-8e37-851df938d742","2019-12-03","人救人","https://www.zhihu.com/question/359000920/answer/920038887","人是不能救人的。所以不存在一种情况叫做“我来救你”。","True","batch-652-3866-3875.md"
"R12","上帝、神与神性","本文认为，《约伯记》的关键意义不是解释上帝为什么让约伯受苦，而是把神的存在与人的遭遇是否公平彻底分开。信仰不再是“我行善，所以神必须给我福利”的交易；善是没有对价的义务，苦难也可能不是因罪受罚，而是因为某些艰难而必要的使命只能由义人承担。这样一种“不公平”的信仰条款会让信徒失去用失败否定神的理由，也让真正的善行不再以报偿为动机；但它同时要求人承受现世无回报、甚至看不见意义的重负。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","3952","0d2e3bdf-c978-59ad-b127-abde090ff2c0","2019-03-15","约伯","https://www.zhihu.com/question/20365357/answer/623230181","你行善，是一种义务，没有任何对价的义务。","True","batch-660-3946-3955.md"
"R13","神意、天意与世界安排","本文认为，对不可证伪的命运问题，人无法通过寻找外部证明得到终局答案，只能选择自己愿意生活在其中的命运解释。无论选择注定或不注定，在选择当下都可以说“对”；真正可能出错的是反复改选，因为此前投入的努力会被打折。作者最后把注定论解释为一种帮助“觉得自己已经没戏”的人忍受痛苦的心理工具，因为他们认为忍受痛苦比寻求改变便宜。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","3229","18edc2ce-56f5-5c5b-83d9-fd0c195572db","2021-07-02","注定","https://www.zhihu.com/question/468059308/answer/1973580181","命运是否是注定的，是一个不具有可证伪性的命题。","True","batch-588-3226-3235.md"
"R14","神意、天意与世界安排","作者的核心主张是，天意的定义就是不可违，因此“违抗天意”在逻辑上并非艰难而是无效；但现实中绝大多数尚未解决的事情并不是天意，而是“天意未决”，仍然可以通过个人、群体和世代努力改变。只有自然法、已经发生且不可更改的历史，以及由自然法和历史共同锁定的未来部分细节，才属于确定的天意。把尚可改变的失败称为天意，是逃避责任、废除成长性并形成心理依赖。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","1636","8354802b-0a97-593b-b770-92c95305019b","2024-04-17","天意不可违","https://www.zhihu.com/question/622129601/answer/3468514486","除此之外，别无所谓天意——或者更确切的讲——天意未决。","True","batch-328-1636-1640.md"
"R15","神意、天意与世界安排","作者认为，经典物理学的可计算性容易让人把宇宙想成由初始状态锁定的钟表，但物理学并非“一动手脚账目就会对不上”的铁板；量子状态至少提供了一种不破坏物理规律而改变宏观结果的想象路径。不过，这只能说明“认定命运不被预定”在逻辑上并非无法成立，并不能证明命运肯定不是预定的。即使在最强的预定假设下，人生也可以像已写好的电影或互动戏剧，乐趣来自参与表演，而非来自剧本必须开放。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","2302","e07ef7cd-dbd2-571f-b8d0-39b3970e5f9a","2023-04-16","演员的自我修养","https://www.zhihu.com/question/401784281/answer/2986287024","注意，这不是在说你的命运就肯定不是预定的","True","batch-461-2301-2305.md"
"R16","神意、天意与世界安排","本文认为，正确的财富观首先以“可持续性”筛选理念，再把财富理解为经由有效劳动和运气、最终由上天赐予的资源；人拥有的不是绝对所有权，而是带有神圣目的的管理权。财富越多，责任越大，个人应以节俭维持健康、供养子女，把剩余投入有正外部性的、有效且不患得失的事业，并以匿名、无回报要求的方式持续捐赠；即使财富最终不足以延续生命，也不能把它全部消耗在自我保全上。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","3801","2133f3d8-4ccb-5c0f-9c09-1539ab21c794","2020-05-01","财富观","https://www.zhihu.com/question/314627020/answer/1193533378","一个理念获得追随者的能力大于追随者损失的速率，这项理念就具有了可持续性。","True","batch-645-3796-3805.md"
"R17","神意、天意与世界安排","文章否认预先写定的命运，认为人生像有风向和航向的航船，而不是只能沿轨道到达固定站点的火车。当前行动可能不明显改变下一刻，却可能颠覆三个月或半年后的状态，所以“宿命”“命中定数”不能用来否定未来可能性或逃避责任。文章最后把这种开放性放进神学解释：上帝没有在宇宙开始时写定每个粒子的全部状态，而是在不破坏物理定律有效性的前提下随时即兴发挥，并以“正确答案”结束讨论。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","2628","bcb01d59-56a8-5a74-beec-cf4d20731b80","2022-08-21","事无定数","https://www.zhihu.com/question/512892991/answer/2637070590","人的生命只有惯性，没有命运。","True","batch-527-2626-2630.md"
"R18","神意、天意与世界安排","作者认为，天意不是靠预测得到的，而是在特定条件已经汇合后，以一个带有惊人巧合、唯一可行且恰好最适合解决危机的选项明摆在面前。因而，人应建立一套不依赖预料天意的生活逻辑，而不是把成长建立在猜中未来之上。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","756","b89b9006-8d07-5708-a4df-7cae97fcc8f7","2025-05-29","天意可鉴","https://afdian.com/p/a964a87a366511f086bc52540025c377","天意本来就不是预料出来的，而是明晃晃摆在你面前的。","True","batch-152-0756-0760.md"
"R19","自然法、天道与客观秩序","本文把狭义自然法定义为不同智慧生命在互不知晓语言、风俗和契约的条件下，仍必然共同承认的伦理约束之交集。只要这种交集最终不为空，且面对一个使其归零的新来宾时宁愿怀疑对方不是智慧人格，便可称为自然法主义倾向。广义自然法还包括牛顿定律等自然规律，但作者认为这样会使所有保持理智者自动成为自然法主义者，所以为保持问题意义而取狭义。自然法在本文中具有普遍管辖、绝对公正、没有司法成本和绝对权威四项优势，并成为人类立法和司法追求的终极标准。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","3442","4e7ea5d1-018f-5e57-839c-f91e3065007d","2021-03-14","自然法","https://www.zhihu.com/question/304501224/answer/1780036431","这个交集里装着的，就是自然法。","True","batch-609-3436-3445.md"
"R20","自然法、天道与客观秩序","本文先把人间责任和“天”的责任分开。人在被委任、被授予权力的制度关系中，其无知本身不是罪，因无知犯错的责任在选择他、让他承担任务的人；但在自然后果面前，不知道涨潮前上岸或不知道坠崖会死，最终死在海滩或悬崖下，责任不能转给别人。作者随即把“天”提升为决定性的尺度：人可以任意给事情定罪或免罪，但如果现实的可持续性真正被破坏，帝国和社会会以崩溃回应。于是判断有罪无罪的先后次序应是先看能否持续，再看法律怎样命名。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","3088","550b55cc-125d-5989-b69b-1d76045f01e6","2021-09-08","无知的责任","https://www.zhihu.com/question/485263076/answer/2109427875","无知在人是无罪的。","True","batch-574-3086-3095.md"
"R21","自然法、天道与客观秩序","作者认为，人力协商、人力执行惩罚的契约都只有有限责任，条约本身不自动具有“真”或“假”的稳定性质；协议是否被执行，取决于对方继续履约所获得的收益是否大于成本，以及维持你的好意和支持对对方有多大价值。健康的契约观因此既不把所有约定视为骗局，也不把签字当成保证，而应在履行己方义务的同时保留资源建设自身价值，增强对方持续守信的动力。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","2492","6599f61e-24ee-525c-864f-9dea398c3b81","2022-12-11","亦真亦假","https://www.zhihu.com/question/571565505/answer/2796995516","由人与人协商并签订、并由人力来实施违约惩罚的协议，追根到底是有限责任的。","True","batch-500-2491-2495.md"
"R22","自然法、天道与客观秩序","作者认为“天人合一”首先是认识自己如何由客观宇宙和生命演化过程产生，其次是不追求违背自然与社会规律的目标，最后是在规律划出的自由空间中识别历史之风并顺势而行。三者合一后，作者把人的行动描写成修船操舵而非逆流划纤，因而能够以乐观、轻省和高成功预期生活","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","707","12147b8f-6db7-5e4f-a7b0-475de51cbb65","2025-06-27","天人合一","https://afdian.com/p/5d10118e4cfa11f08fd652540025c377","明确的知道自己的一切如何来自客观世界。","True","batch-142-0706-0710.md"
"R23","自然法、天道与客观秩序","作者认为，权利只说明人可以做某事，不能单独推出人应该做某事；是否发声还要看行为结果究竟利大于弊还是弊大于利。人类法主要通过改变行动成本来影响行为概率，真正裁决“该与不该”的是文章所说的自然法，而历史是自然法判决的总和。因此，年轻人应先判断真相、授权和后果，不能为了体验权利本身而不计代价地发声。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","2484","62b47ce9-2a74-596c-89dd-3eea01da2eb5","2022-12-18","该与不该","https://www.zhihu.com/question/569816053/answer/2806187887","你有这个权利，但“有权利”并不是你“应该做某某事”的全部必要理由。","True","batch-498-2481-2485.md"
"R24","自然法、天道与客观秩序","作者认为，人们通常高估了他人的恶意，因此把一个相对安全的处境体验成地狱。所谓“不自知”不是让人陷入地狱的原因，而是让人看不见自己处于被保护、被克制的天堂；这种体验需要通过学习逐渐改变。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","1598","5d7f3b17-5f21-5218-b936-4623e949c029","2024-05-06","不知天地","https://www.zhihu.com/question/655140780/answer/3489520842","恰恰相反，大部分人都生活在不自知的天堂中。","True","batch-320-1596-1600.md"
"R25","罪、审判、惩罚与救赎","本文认为，忏悔所得的赦免并不意味着免于警察追捕、法庭审判、刑罚执行或赔偿责任；忏悔者和赦免者都没有把它理解为现实优待。赦免所提供的是在承担应有代价之后不被最终抛弃、仍有可能获得最终宽恕并与他人和平相处的资格，而不是“做坏事后心安理得”的许可证。文章进一步主张，忏悔机制即使不能消除罪恶，也让极恶之人仍有需要在乎、需要克制的东西，在古代极易绝望的社会中因此具有缓和矛盾的作用；少数统治者的“心安理得”主要来自法律和社会组织对其惩罚的豁免，而非廉价忏悔。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","3350","e75631b3-2d52-5e59-b1d5-c9853a34d04e","2021-05-06","忏悔免罪","https://www.zhihu.com/question/457793223/answer/1870401961","忏悔的人求的是在承受完该承受的一切之后，不会最终被抛弃。","True","batch-600-3346-3355.md"
"R26","罪、审判、惩罚与救赎","作者认为，侦查和检察机关基于合理怀疑、提出侦查假说并投入资源求证，不属于有罪推定；只有审判者在无需证实或证伪时仅凭嫌疑认定犯罪，才是有罪推定。法院较少推翻纪委、监委结果，在作者看来主要因为案件已越过严格的党纪调查和处分门槛，移交时往往已接近政治生命终结，可靠性因此客观上较高；文章还称中国共产党党内调查比一般司法及西方政党纪律更严密、迅捷和严厉。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","2344","13bd51cf-60f2-54ed-bdee-2e1a9cdf32dc","2023-03-19","有罪推定","https://www.zhihu.com/question/541669298/answer/2943290994","现在至少还是老实的单独重新审查了一遍。","True","batch-469-2341-2345.md"
"R27","罪、审判、惩罚与救赎","本文断言，如果说的是现世中行善得善报、行恶得恶报的稳定机制，那么它不存在；人们对报应的观察主要受期待、等待、幸存者偏差和传说筛选影响。佛教轮回、基督教天堂地狱等超现世模型之所以能补上公平问题，是因为它们把现实中无法兑现的惩罚和奖赏推迟到死后，但“因果报应”本身并不规定什么是善、什么是恶，只是可以替任何道德观提供解释的“思想性价值观增强器”。作者最后保留了一种不依赖人造价值判断的因果机制：违反交通规则、做事不作准备会增加事故和失败概率，这类由自然律支配的后果才是无法随意构造的“报应”。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","3996","21424ddc-deec-5454-834c-c1fa2d9551d1","2018-12-07","因果报应","https://www.zhihu.com/question/20969503/answer/546896914","如果是谈现世报应，不存在。","True","batch-665-3996-4005.md"
"R28","罪、审判、惩罚与救赎","文章认为，神父当然有能力匿名报警，但这会违反教会规定并失去神职与教籍；更关键的是，一旦神父举报，未来有负罪感或犯罪意向的人可能不再吐露内心，从而失去被挽救的机会。文章因此把暂时放弃举报视为对长远整体安全的妥协，并把同一逻辑扩展到律师、心理咨询师、医生和配偶的保密关系，主张总体损失可能因破坏信任而更大。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","2670","5e29cbcb-88b5-5462-8ae9-614210b86d5b","2022-07-20","犯罪告解","https://www.zhihu.com/question/22138105/answer/2583133184","如果神父开始搞举报、作证，只会导致第一批“罪犯”不幸踩坑。","True","batch-532-2666-2675.md"
"R29","罪、审判、惩罚与救赎","本文的“天生坏”不是在证明某些人带有不可改变的恶性基因，而是在取消“好人”作为自我安慰性身份的资格。人应当承认自己有罪、警惕用“大家都这么做”替自己免责；真正较好的状态不是彻底变成无罪者，而是诚恳承认无法尽除的恶，并在知道困难时仍努力修正它。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","4027","d51119cb-892f-50e2-8332-f35140863f60","2018-08-27","天生坏人","https://www.zhihu.com/question/292220367/answer/479533549","世界上并不存在好人这种事物。","True","batch-668-4026-4035.md"
"R30","罪、审判、惩罚与救赎","文章认为，人手制作的艺术不可能“无任何问题”，真正的困境在于谁来界定艺术的问题、以什么尺度判定灰色行为。专业艺术评价倾向于突破裸露、道德、真实等边界，大众则像裁判一样关心是否犯规；若艺术家既未创造新高度，又用了陌生姿势，公众可能同时惩罚“没跳过去”和“跳法不合规”。作者要求裁判者承担判断规则及其长期代价，同时要求艺术家承认探索本身就是替人类犯错的职业，不能用“为了你”免除责任，而必须愿意接受误解和审判。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","2661","68932127-ef69-52eb-952b-ff57983ae108","2022-07-29","两罪并罚","https://www.zhihu.com/question/545467758/answer/2597981018","这才是摆在裁判团面前的最大问题。","True","batch-531-2656-2665.md"
"R31","原谅、宽恕与爱的命令","作者认为，原谅不等于免除赔偿责任；只有在承担赔偿、履行道歉承诺并明确声明道歉后，关系才可以正常继续。作者据此声称中日之间的赔偿、战犯审判、和平宪法、道歉和 1972 年恢复外交等条件已经使“原谅日本”在法理和伦理上于 1972 年完成，因此不存在现代中国人替先辈原谅的问题；但原谅以持续忏悔和不再拿起屠刀为条件，一旦日本收回认罪立场，原谅同时失效。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","2264","dafa9f11-042c-50e8-af32-847ddb407636","2023-05-03","原谅失效","https://www.zhihu.com/question/264009254/answer/3010223371","原谅不等于宽恕，原谅也不包含免除应有的赔偿责任。","True","batch-453-2261-2265.md"
"R32","原谅、宽恕与爱的命令","本文认为，原谅的核心不是把伤害说成没发生，也不是纵容对方继续伤害，而是不报复、不主动追索，并保留责任和偿还的可能。公平要求“不抹去”债，宽容要求“不追索”债；这样做是为了让辜负他人的人最终能够通过偿还来原谅自己。作者进一步把原谅前置到爱的承诺之中：真正的爱要预先考虑一切可能的辜负。即使受伤太深，也必须守住不报复的红线，反省自己对辜负风险的低估，并在能力不足时宽容自己、为越过红线道歉。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","3508","42e026e0-f291-5bdd-aba7-6a0f886131c9","2021-01-27","原谅","https://www.zhihu.com/question/412000560/answer/1699737693","原谅，不是一种选择，而是一种生而为人的义务。","True","batch-616-3506-3515.md"
"R33","原谅、宽恕与爱的命令","本文认为，父母宣告“绝不原谅”虽然可能提供短期驱动力，却会把含混的行为边界转化为“越过就会被弃绝”的长期诅咒。越乖、越信靠父母的孩子越会对禁忌作最大化解释，把可能被抛弃的风险内化成沉重的石头，甚至在误以为自己越线后走向逃亡或自杀；父母没有资格预先决定不可原谅的事，只能承诺尽力原谅、让孩子知道希望不因错误而断绝。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","3261","ad5c38aa-1757-5bd7-96ba-e5eeb39e48a1","2021-06-13","不原谅的诅咒","https://www.zhihu.com/question/464277122/answer/1938435242","请你务必不要急着绝望，因为只要我还没死，你被原谅的希望就不会断绝。","True","batch-591-3256-3265.md"
"R34","原谅、宽恕与爱的命令","本文认为，真正的原谅不是先给对方定罪、再选择免除惩罚，而是根本不把对方定为有罪。要做到这一点，必须想明白自己为何一开始就不该怪，并为不公平的责怪感到歉疚；如果想不明白，就持续思考直到想明白。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","3684","8a0542d0-6d0c-5fd9-8caa-3cc34a1773fc","2020-08-21","宽恕秘诀","https://www.zhihu.com/question/20838203/answer/1422916090","想明白为什么一开始就不该怪别人，并且为自己不公平的责怪对方而歉疚。","True","batch-633-3676-3685.md"
"R35","原谅、宽恕与爱的命令","本文断言，能够被称为爱的东西必然是无条件的；但人类并非不朽，也无法超越自然规律和自身局限，因此生存、安全、收获和正反馈等需要会不断消耗爱人的能力。要让无条件的爱长期存在，只有两条逻辑路线：它存在于完全不需要回报的存在身上，或者由一个外部的、无需回报的存在替被爱者支付爱人的需要。若否认这种外部存在，无条件的爱就会失去补足等式的来源，爱人迟早把累积的“债务”记到被爱者身上，爱遂变成强买强卖的放债。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","4017","c2f0a020-a69e-529c-9688-02dc9ff01663","2018-10-22","无条件的爱","https://www.zhihu.com/question/298841399/answer/516263613","可以被称为爱的，必然是无条件的。","True","batch-667-4016-4025.md"
"R36","原谅、宽恕与爱的命令","文章主张，惩罚并不等同于拒绝原谅；恰当承担后果，反而是在铺设通向重新和好的道路。提前免除代价、直接恢复关系，不是宽恕，而是以利益交换结果的“受贿枉法”；真正的原谅发生在承担应有惩罚之后。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","1697","3dcb6e5c-21b0-5609-b02a-4acb373cadd6","2024-03-14","通向和好的路","https://www.zhihu.com/question/638856803/answer/3429763751","判处刑罚给对方承担，是一种铺平通往和好的道路的善意行为。","True","batch-340-1696-1700.md"
"R37","祈祷、修行与行动实践","本文认为，祈祷不是带刀子和金子的要求，而是把请求者的愿望、资格和成功率主动放低，允许对方拒绝且不产生怨恨的表达。正因为祈祷者放弃了强制和利诱，对方若答应，行为就出于自由，构成对祈祷者的祝福；若真正的祈祷最终被拒绝，作者要求请求者优先相信对方是能力不足或认为满足请求反而有害，而不是立刻解释为不喜欢、憎恨和疏远。学习以祈祷方式提出需求，未必提高目的实现率，却能解除被拒后不断猜疑和互相绞索的痛苦。","作者在单篇文本中的直接命题、定义或应用论证","本条只呈现作者在该文中的判断；同层及跨层联系属于研究重建。","3403","e1c592d3-dec0-5afe-9497-b5279124745c","2021-04-12","祈祷与祝福","https://www.zhihu.com/question/23975825/answer/1830683333","祈祷是一种不带要求的请求。","True","batch-605-3396-3405.md"
