"evidenceId","section","claim","evidenceNature","boundary","ordinal","id","date","title","url","quote","quoteExact"
"M11","谣言、纠错与认知责任","作者把认知战解释为有组织攻击者以低成本制造足够小偏移，而无组织防守者以高成本辟谣和争论，因而易攻难守。","作者认知战成本模型","具体战争、宣传主体和成本差异属于作者推演；所谓非认知战方案没有展开。","2882","22c2b873-94b4-561a-ba0c-6814625f7b47","2022-03-20","为什么我们会输掉认知战","https://zhuanlan.zhihu.com/p/484117834","以无源的高成本战术对抗有源的低成本战术，其结果在数学上是确定无疑的。","True"
"M12","谣言、纠错与认知责任","作者把儿童和童谣视为能绕开成人威慑与内容理解的特殊传播媒介，说明信息控制存在结构性绕行通道。","作者传播机制解释","儿童传播、家长默许和政治信息流行的因果均为作者概括。","235","e76c399d-5fe5-562a-a63a-59ce2cb8466f","2026-03-30","童言","https://www.zhihu.com/question/26683010/answer/2021887855253800132","这就给某些信息打开一道特殊的绕行通道。","True"
"M13","舆论、公众与多数","作者认为信息社会使个体同时承受相互冲突的多维意见压力，需要以物理、数学和历史事实以及主动怀疑保持判断。","作者信息社会判断","信息技术与心理疾病、群体狂热的关系是作者的宏观推演。","652","1df48cbb-a39b-5c8b-b17c-80df9322bd81","2025-07-28","逆风而生","https://www.zhihu.com/question/1932898211321852443/answer/1932949579290084210","有效的怀疑能力是这场十六维飓风里的定风珠。","True"
"M14","舆论、公众与多数","作者反对把沉默者预设为同意自己但不敢发声，认为多数人常以法律、秩序和日常安全评估争议。","作者多数心理判断","具体案件中的多数态度没有外部调查，文章提供的是动员失败解释模型。","824","962867fe-554a-5869-a70b-d9720c46629a","2025-04-25","沉默的大多数","https://www.zhihu.com/question/1896471445078513169/answer/1898994711101940299","沉默的大多数不是沉默的站在你那边，而是站在法律那边。","True"
"M15","舆论、公众与多数","作者把案件舆论中的激烈反应解释为对司法明察秋毫的过度期待，主张承认司法受证据、资源和人类能力限制。","作者司法舆论祛魅","案件事实、法官责任和外部司法标准未在文章中核验。","1386","545cea71-489e-5292-9080-e05c4e40052e","2024-08-16","回潮","https://www.zhihu.com/question/664204678/answer/3596264793","司法本来就只有、也只能达到这么个水平，加强不了，提高不到你要的那种“明察秋毫”“不偏不倚”的水平。","True"
"M16","舆论、公众与多数","作者认为面对舆论抹黑，长期不占便宜、不滥用权力和不以谣言报复会使对方故事的前提逐渐失效。","作者声誉防御判断","文章讨论低质量阴谋叙事自行穿帮的条件，没有声称所有严重诽谤都无需回应。","404","9a71649d-a077-5450-869a-4d38f4969f71","2025-12-26","其怪自败","https://afdian.com/p/4105b9c8dc4511f0ad5b5254001e7c00","不打破这个原则，本身就是保护自己。","True"
"M17","宣传、叙事与舆情权力","作者把中国较少争夺国际话语面子解释为维持西方安全感的战略选择，并认为舆论技巧不能换来真正尊重。","作者国际舆论战略判断","大国心理、能力和战略选择均为作者解释，文本未核验政策决策过程。","3643","a76431bd-767c-5863-9a1d-52ace5b134f2","2020-09-17","舆论战","https://www.zhihu.com/question/391668118/answer/1477174183","用舆论战赢来的，不会是真正的尊重，而只会是对你舆论技巧的警惕。","True"
"M18","宣传、叙事与舆情权力","作者警惕用有意感人的榜样叙事建立人生信念，认为他人成败只能触发反思，不能证明道理本身。","明示榜样叙事边界","文章质疑具体文案的小说化但未调查当事人事实，重点是限制叙事的证明资格。","2663","23c1db1d-caf9-56b2-9e28-dd96c0efe517","2022-07-26","二舅","https://www.zhihu.com/question/545268208/answer/2592662532","别人成功或者失败，只能成为你反思你的道理的板机，而不能作为判定你的道理是否成立的决定性因素。","True"
"M19","宣传、叙事与舆情权力","作者认为面对有意塑造的敌对形象，仅列举有利事实不足以改变动员，应从对方文化内部的禁忌和公共理想组织行动。","作者国际传播策略","宗教史、反犹史和对华敌意因果极度压缩，均只作为作者的战略解释记录。","3797","b95e3891-a76b-5252-86ca-12733a306294","2020-05-07","反犹","https://www.zhihu.com/question/20114055/answer/1205460145","世界只关心你要采取什么措施来抬高对方的成本、降低对方的效率、阻止对方的意图。","True"
"M20","宣传、叙事与舆情权力","作者推演低价获客和高估值使经营风险转移后，管理层可能从产品品质转向媒体投资、粉丝共同体和舆情管理。","作者资本舆情机制推演","具体公司、资本结构和媒体影响没有外部数据支持，不能作为投资判断或事实指控。","925","fd648025-66b6-56b1-976b-7c06ea8d47a8","2025-03-04","新奥义","https://afdian.com/p/7321f15cf70211efbbcc52540025c377","这很容易导致管理层的关注点从产品本身的具体品质、对用户的需求满足，转向“舆情管理”。","True"
"M21","平台算法与注意力","作者认为短视频算法以连续浅层刺激挤占长期记忆和技能形成，对尚未建立谋生能力的青少年尤其不利。","作者短视频后果判断","记忆、能力和成瘾机制属于作者文本内判断，成年人和青少年的条件被明确区分。","1586","ced67905-1877-5d8d-9b1b-3fa319c1ce7f","2024-05-15","镜中的小丑","https://www.zhihu.com/question/515282381/answer/2054857502261522705","因此，短视频带给你的快乐实际上是拿未来的人格尊严交换来的。","True"
"M22","平台算法与注意力","作者以信息倍率衡量有限时间中的生命体验，并要求低信息密度直播的经营者认识观众越界和不稳定的风险。","明示注意力建议","文章没有系统处理陪伴、休闲和低密度交流的其他价值。","758","50f9e3a5-88ea-5128-a5fb-0e090c5e0101","2025-05-28","嘲笑鸟","https://afdian.com/p/43d3895835ad11f0b6f252540025c377","有一个很基本的生存策略，你们要注意——尽量倍速摄取信息。","True"
"M23","平台算法与注意力","作者把标题和开头取得的注意力视为读者已支付的鉴定成本，写作者若不提供相称回报就损害基本信任。","明示注意力责任","文章偏向功能性文字，没有覆盖艺术表达、游戏和非问题解决型写作的全部资格。","3618","f3e86098-5349-5fee-88b2-006aeadc5227","2020-10-02","无病呻吟","https://www.zhihu.com/question/414652368/answer/1503736168","你要确保这东西到后面的确有值得对方最初的关注的回报","True"
"M24","平台算法与注意力","作者反对把错过某一应用窗口等同于落后时代，认为长期价值可以在后续媒介周期中重新获得传播机会。","作者媒介周期判断","文章不否认具体平台存在早期红利，只否认其是历史参与的唯一窗口。","1537","d0babf65-5119-53a4-979b-62900486711b","2024-06-13","落后时代","https://www.zhihu.com/question/365701724/answer/3528649596","如果你专注的是永恒性，那么任何时代对你都是周期长达12.4小时的潮汐，而且这个赶不上根本无所谓，下一个更香。","True"
"M25","评论区、表达权与公共器具","作者把声望和关注者借出的影响力视为公器，要求公共动员与个人受伤、傲气和报复冲动分开。","明示影响力权柄判断","文章支持通过平台和法院寻求程序裁决，同时要求接受共同规则作出的结果。","3417","ea9197ca-0a2e-51ee-beeb-ca4773d4a549","2021-04-03","持公器","https://www.zhihu.com/question/452534650/answer/1814615350","荣耀附带着权力，任何权力在本质上都是公器。","True"
"M26","评论区、表达权与公共器具","作者认为答主有权也有责任管理评论区，可以保留观点分歧而删除尖酸和伤害性的表达方式。","明示评论区治理原则","文章没有建立删除理由透明、平台公共性和申诉机制的完整边界。","3849","db1d72a9-2f26-559b-9abe-f4b49e62c219","2020-02-11","控评责任","https://www.zhihu.com/question/365288279/answer/1009825787","在我的评论区下，只存在观点的自由，不存在表达方式的自由。","True"
"M27","评论区、表达权与公共器具","作者区分平台保障的独立发表权与要求其他作者在私人评论区托管自己表达的权利。","明示表达位置区分","文章聚焦作者评论区裁量，没有讨论平台自身删除、推荐和封禁的责任。","3123","539ce0f5-875a-5e13-977b-49be099b6459","2021-08-26","删评权","https://www.zhihu.com/question/481698780/answer/2084016244","保证你的平等发布权是平台的责任，根本就不是别的作者要在自己评论区对你承担的责任。","True"
"M28","评论区、表达权与公共器具","作者认为健康公共环境应容纳阶段性、不同于主流的正名诉求，不把每次异议都当成秩序存亡决战。","作者公开异议程序判断","文章对妇女一词的解释和替代名称属于作者判断，没有展开完整历史语义。","3958","db480563-11a5-5ac3-b528-2936562a5ea2","2019-03-08","妇女","https://www.zhihu.com/question/41001809/answer/616941147","正名本身不急，在正常框架内主张，等待正常程度出结果就是了。","True"
"M29","自媒体、创作者与公共关系","作者认为自媒体起点是无掠夺的分享和同乐，创作过程应能长期滋养本人，而不是先制造专业负担再等待回报。","明示自媒体创作原则","文章还把善行作为面对未来毁谤的锚，但没有给出增长和盈利保证。","160","7d2a60f5-fbf5-56b4-9971-72521ef6c046","2026-05-08","柳下会","https://www.zhihu.com/question/1974500863881021009/answer/2025940723179037957","只要你不掠夺什么，而是真的在分享，你分享的东西再卑微也不是问题。","True"
"M30","自媒体、创作者与公共关系","作者把长期写作的变现理解为培养能够改变关系和世界的读者及后代，而非直接获得平台收入。","作者自述写作目的","未来读者贡献和回报是作者信念，不能由文本本身证明已经实现。","2742","dd973972-58ea-5e3d-b6a2-ce028d360717","2022-06-16","变现","https://www.zhihu.com/question/41108386/answer/2531855553","我的所有答案的主要——甚至是唯一的——目的，是要培养一群真正有效的爱人、父母、领袖。","True"
"M31","自媒体、创作者与公共关系","作者认为公共关系不等于讨好所有批评者，有些不可操作风险可以接受，与特定对象保持不和也可能具有关系收益。","明示公共关系定义扩展","文章没有提供稳定识别恶意批评者的程序，也未实际比较提问中的企业。","1052","4d16a26b-cff2-5424-9d73-7fb9fffbb004","2025-01-03","公什么关","https://afdian.com/album/9eb1469496c711eda7395254001e7c00/aea1f4dec94e11efb83552540025c377","其实公共关系不但要谋求“与特定人群的关系足够好”，还要谋求“与特定人群的关系足够不好”。","True"
"M32","自媒体、创作者与公共关系","作者愿意推荐具有新鲜感、有效信息、研究或启发价值并显示利他性的内容，把涨粉放在内容价值和传播行动链中。","作者个人推荐标准","文章提供的是作者个人经验和账号位置，不是平台增长统计规律。","1524","418dc88d-e188-587d-aa80-2fdc7e7e7027","2024-06-18","一万粉","https://www.zhihu.com/question/649663386/answer/3534702161","如果你的东西有新鲜感，有有效信息，有值得进一步研究的意义或者有某种启发性，并且我觉得你有看上去可见的利ta性，那么我会推荐我的读者关注你。","True"
