"id","title","question","url","publishedDate","publishedYear","publishedMonth","charCount","paragraphCount","themes"
"26039300-f815-55a5-bd97-e5aa22635fba","高跟","为什么现在大街上几乎看不到多少人穿高跟鞋了？","https://www.zhihu.com/question/589084113/answer/2058906714028644292","2026-07-12","2026","2026-07","674","21","family_kinship;intimacy_gender;money_property;power_strategy;education_growth;psychology_self;communication_conflict"
"8f631982-8f74-539e-ade3-31e78b2b2f7f","未足之婚","准备结婚，女友不愿提前沟通女方家庭出资额，想听听大家客观建议？","https://www.zhihu.com/question/2058261379547772168/answer/2058717131450086422","2026-07-12","2026","2026-07","2467","35","family_kinship;intimacy_gender;workplace_org;money_property;ethics_norms;power_strategy;education_growth;psychology_self;public_society;communication_conflict"
"a15b7aeb-2adf-565c-a240-a4b54cc970ef","做事第一","韩红要怎样做才能彻底翻盘？","https://www.zhihu.com/question/2056412683122091670/answer/2058533399363637911","2026-07-12","2026","2026-07","820","25","workplace_org;ethics_norms;communication_conflict"
"d4d427c5-38df-5cd1-931b-d0ad6a4fd6c0","瞎义警","孩子守规矩讲原则，为了维护秩序，甚至会开罪一些比他大的人，你会用什么办法引导他成为“更完善”的人吗？","https://www.zhihu.com/question/2021674630205687158/answer/2058803543214141590","2026-07-12","2026","2026-07","1248","31","family_kinship;workplace_org;ethics_norms;power_strategy;education_growth;psychology_self;public_society;communication_conflict"
"d0ddadd2-33e1-5daa-816d-5414e23c4c66","长明火","为什么电机取代不了内燃机？","https://www.zhihu.com/question/13910485033/answer/2058618708252274865","2026-07-12","2026","2026-07","907","22","money_property;power_strategy;public_society"
"4878f245-bcf4-52f7-8daa-3a0ad9e46ae8","有所成","在饭桌上听长辈教育我的话，我却眼泪一直在眼眶里打转，是我太矫情了吗？","https://www.ifdian.net/p/4440996e77e511f1a3275254001e7c00","2026-07-12","2026","2026-07","1516","34","family_kinship;workplace_org;ethics_norms;power_strategy;education_growth;psychology_self;public_society;communication_conflict"
"6f4bef26-7da0-52f4-ba36-4b31bc224b4d","喧宾夺主","如何评价新闻「婚礼仪式还没结束宾客已提前散场致新娘崩溃，酒店称新娘换装46分钟，客人也留不住」？","https://www.zhihu.com/question/2039366484430943814/answer/2039632194893828673","2026-07-11","2026","2026-07","1387","23","family_kinship;intimacy_gender;workplace_org;ethics_norms;power_strategy;education_growth;psychology_self;public_society;communication_conflict"
"c03ead04-bb39-5e4b-88c4-973960af8726","拗相公","为什么认知水平越低的人越容易执拗？","https://www.zhihu.com/question/13461445338/answer/2039345442689897717","2026-07-11","2026","2026-07","1304","27","workplace_org;ethics_norms;power_strategy;psychology_self;communication_conflict"
"fc751d58-91ba-56ce-a9ac-57c400b42cc0","歪比巴卜","如何看待「比比拉布、我的刀盾」等热梗成为小学生群体的社交密码？家长该如何面对这种「无厘头」的口头禅？","https://www.zhihu.com/question/2037179644500256408/answer/2040574465159999778","2026-07-11","2026","2026-07","1408","36","family_kinship;money_property;ethics_norms;power_strategy;education_growth;psychology_self;public_society;communication_conflict"
"4323b869-06ea-5335-a116-9418e052e7a4","靶向药","当我的利益被侵犯或受损的时候，我却羞于为自己争取利益。怕大家不会喜欢我。我该怎么办？","https://www.ifdian.net/p/f118cbba771411f19cc65254001e7c00","2026-07-11","2026","2026-07","786","17","workplace_org;money_property;power_strategy;education_growth;public_society"
"e0255cb2-a6bc-538a-8962-0fd9977369d3","十里一碑","如何解决因对自我要求太高而导致过高的""快乐阈值""?","https://www.ifdian.net/p/2e599e7e763811f18a8c5254001e7c00","2026-07-10","2026","2026-07","1973","40","power_strategy;psychology_self"
"101192ad-8c18-5d1a-abfe-c6d8e7727c38","砼","绝大多数抑郁症患者一定是由某个重大不幸事件引起吗？","https://www.zhihu.com/question/1953990821335507505/answer/2037138815870096722","2026-07-09","2026","2026-07","2643","48","family_kinship;ethics_norms;power_strategy;education_growth;psychology_self;public_society;communication_conflict"
"6587f538-6d67-5561-99dd-2eaf61719621","眠种","为什么都在说要保护传统手艺，难道不应该让这些落后的东西去直面时代的淘汰？","https://www.zhihu.com/question/427364036/answer/2038687768700772586","2026-07-09","2026","2026-07","1184","25","education_growth"
"b4af6921-69d1-5962-ab5f-f7f86f20a794","守在门外的人","我的女儿才13岁，前两天发现她偷着看黄色小电影，我都快崩溃了，我该怎么去教育引导她？","https://www.zhihu.com/question/443301560/answer/2038363981069465039","2026-07-09","2026","2026-07","1896","37","family_kinship;intimacy_gender;ethics_norms;power_strategy;education_growth;psychology_self;public_society;communication_conflict"
"418ed9e1-86ff-5f85-bc5a-039a241dd006","乐见其道","越南精简党政机构，解散国资委，越南未来何去何从?","https://www.zhihu.com/question/6365713082","2026-07-09","2026","2026-07","932","18","power_strategy;education_growth;psychology_self;communication_conflict"
"446ed510-22ee-5cc9-ab46-f5ef8d851fa7","清静无为","庄子说：“圣人不死 大盗不止”，难道圣人死了，大盗就没了吗？庄子为何把大盗产生原因算在圣人孔子身上？","https://www.ifdian.net/p/d3333f6a757811f1bfb052540025c377","2026-07-09","2026","2026-07","1568","40","workplace_org;money_property;power_strategy;psychology_self;public_society;communication_conflict"
"15e6750c-c146-58ea-b925-3a495204a3ef","三分一又三分一","习得性无助怎么自救？","https://www.zhihu.com/question/458676234/answer/2057597134300614774","2026-07-08","2026","2026-07","1522","32","workplace_org;power_strategy;education_growth;psychology_self"
"17108618-47db-56ee-93c1-b25db0d50aa1","火","男友很体贴但性格软弱不扛事，还要在一起吗？","https://www.zhihu.com/question/1956532522658796158/answer/2056909703544825204","2026-07-08","2026","2026-07","1517","35","family_kinship;intimacy_gender;workplace_org;power_strategy;education_growth;psychology_self;communication_conflict"
"8f47c793-1f04-51c5-a61b-60bdb223707b","鱼与鱼","女朋友宣称能吃出河里野生鱼和池塘里鱼的味道差别，她是在骗我吗？","https://www.zhihu.com/question/549961837/answer/2057279225044922771","2026-07-08","2026","2026-07","948","21","intimacy_gender;power_strategy;education_growth"
"c9e76d20-ad76-500f-95eb-be07ade6e9f1","满分70","如何建立一个没有饥饿、没有疾病、充满正义、充满和平、人人自由的社会？","https://www.zhihu.com/question/1922715457334538271/answer/2057549134920520308","2026-07-08","2026","2026-07","2437","42","money_property;ethics_norms;power_strategy;education_growth;public_society;communication_conflict"
"ca0b2dd4-e67a-5243-a150-98c3b33953c1","赤手空拳","男性去责任化是不是赢学?","https://www.zhihu.com/question/2007650353663984734/answer/2057207322015949934","2026-07-08","2026","2026-07","574","14","intimacy_gender;workplace_org;money_property;ethics_norms;power_strategy;education_growth;psychology_self;public_society"
"b12ffdac-091e-519b-947b-a20d33f76e44","鲍鱼之肆","为什么狗的嗅觉这么灵敏却不怕臭？","https://www.zhihu.com/question/65711987/answer/2040212448746149088","2026-07-08","2026","2026-07","677","13","family_kinship;psychology_self;public_society"
"c1f65e27-5be0-5388-aeb8-aae0f0e78b8e","困兽","跟老公讲述一件事情，他给出的回应是：关你什么事，管好你自己得了！这个时候，你该说些什么回应？","https://www.zhihu.com/question/2018632027277115464/answer/2049274296388817417","2026-07-08","2026","2026-07","1840","45","family_kinship;workplace_org;ethics_norms;power_strategy;psychology_self;public_society;communication_conflict"
"4605e04c-70c0-5b06-bfff-54b358fa6cc4","防事墙","内心不想做的事要强迫自己去做吗？","https://www.zhihu.com/question/665271216/answer/2038271388750967161","2026-07-07","2026","2026-07","562","19",""
"4acdd38f-59cb-51e5-a4af-56dc3112c805","弟子服其劳","老师要求班上的男同学为班级搬水，你认为这合理吗？","https://www.zhihu.com/question/1949963205116945961/answer/2039071433071007069","2026-07-07","2026","2026-07","1096","22","family_kinship;workplace_org;ethics_norms;power_strategy;education_growth;public_society;communication_conflict"
"561bb73f-d62d-5b2c-9af1-279bffea330d","阻住地球的人","为什么被校园霸凌的人最后宁愿自杀，也不会去报复霸凌者？","https://www.zhihu.com/question/7793592495/answer/2057238750548201824","2026-07-07","2026","2026-07","511","25","family_kinship;education_growth;public_society"
"6997b10c-8fe5-573f-b41f-312a70f53490","老实大喇叭","老实本分的人为何容易吃亏？","https://www.zhihu.com/question/2038609413800505543/answer/2038726472618223560","2026-07-07","2026","2026-07","582","15","money_property;ethics_norms;communication_conflict"
"118b1ce8-3d30-51f5-82eb-af8a008d0c04","快乐的信心","如果你上初中的孩子对你说：“我长大了才不结婚、生小孩呢，我可不想像你一样辛苦！”你会怎样回答孩子？","https://www.ifdian.net/p/ba5af6c2732511f1b71f5254001e7c00","2026-07-07","2026","2026-07","936","18","family_kinship;intimacy_gender;money_property;psychology_self"
"86b2eba8-396f-5abb-a558-6da486f552f9","饱汉饥","成年人感到幸福和快乐的阈值越来越高怎么办？","https://www.ifdian.net/p/9ea8178a73f111f1a72c52540025c377","2026-07-07","2026","2026-07","849","17","workplace_org;money_property;power_strategy;education_growth;psychology_self"
"4a78f2bf-1338-55f6-b9ce-7a6707d61805","阿宝悄悄话","请问亲子阅读时，总是被孩子各种问题打断，你们会怎么处理？","https://www.zhihu.com/question/1991469540165567634/answer/2054646545409119518","2026-07-06","2026","2026-07","722","17","family_kinship;intimacy_gender;ethics_norms;education_growth;psychology_self;public_society;communication_conflict"
"43ef29f4-6fad-5e24-b569-252dc730bfdd","锄禾日当午","女儿问「锄禾日当午」，为什么一定要中午除草？有种地的家长回答一下吗？","https://www.zhihu.com/question/2012486916566689022/answer/2056522316100720222","2026-07-05","2026","2026-07","656","11","family_kinship;money_property;public_society"
"6610b6b8-873e-550d-a483-2a31a6bf54ca","走投无路","如果是为了生计去网上当水军，或者是带节奏引流，这行为是否可耻？","https://www.zhihu.com/question/2037462809634658184/answer/2037573963719693349","2026-07-05","2026","2026-07","693","25","money_property;ethics_norms;power_strategy;psychology_self"
"cd1c5049-d5d4-58cf-9a91-ef620e5f1f02","超英","如何评价电影《给阿嬷的情书》开出9.0分？","https://www.zhihu.com/question/2034987857035650811/answer/2037621918543639191","2026-07-05","2026","2026-07","480","10","family_kinship;education_growth;public_society"
"ec7ef3e1-ccbc-5708-91c4-a63686c9d61f","素约","如何理解新华社2026年5月发布的文章《一场婚礼，还在掏空三代人吗？》？","https://www.zhihu.com/question/2037180890699323189/answer/2038035124848211657","2026-07-05","2026","2026-07","1361","28","family_kinship;intimacy_gender;ethics_norms;education_growth;psychology_self;public_society;communication_conflict"
"d2959b6d-eb53-56c8-86f7-cbfab6299eea","差半步","认知水平过早变高的少年少女是不是都更容易厌世，是不是能力和经验的不匹配会让他们极度难受？","https://www.zhihu.com/question/1920293777102340105/answer/2036914189365719091","2026-07-05","2026","2026-07","533","18","education_growth;psychology_self;communication_conflict"
"dd926b00-b9ae-5d70-9552-61f9b7a9203f","一人之上","过度依赖 AI 会削弱一人公司的核心竞争力吗？","https://www.zhihu.com/question/2052702281674355836/answer/2056764332520759534","2026-07-05","2026","2026-07","1788","35","workplace_org;money_property;ethics_norms;power_strategy;education_growth;psychology_self;public_society;communication_conflict"
"f4cdfc65-3177-52e3-b12c-54859a4db61e","二宝锤","为什么高认知水平的人往往难以摆脱贫困？","https://www.zhihu.com/question/2046901044114994523/answer/2056479402154799932","2026-07-05","2026","2026-07","196","10",""
"f1907b91-2872-5dc4-a6c0-2f835567014b","战龙于野","关于社会的潜规则和一些阴暗面，你觉得如何跟孩子说才合适？","https://www.ifdian.net/p/45173ca6725b11f18b895254001e7c00","2026-07-05","2026","2026-07","1937","39","family_kinship;ethics_norms;power_strategy;education_growth;psychology_self;public_society;communication_conflict"
"1fc9f77c-b92d-55f8-9966-095b782fd87f","天网地廊","有什么问题人类解决得如此出色，以至于年轻人都没意识到它曾经是个巨大的问题？","https://www.zhihu.com/question/2050921459896292227/answer/2055373936905524340","2026-07-03","2026","2026-07","1610","39","money_property;ethics_norms;public_society"
"d9171979-347e-52be-9db8-e4b4199ce706","山丘背后","能者多得明明是对的，为什么网上却把优绩主义说得那么极端？","https://www.zhihu.com/question/2009362780373948384/answer/2055444129115543224","2026-07-03","2026","2026-07","1735","41","family_kinship;workplace_org;money_property;ethics_norms;power_strategy;education_growth;psychology_self;public_society;communication_conflict"
"42fa2759-4847-54bd-bd47-b66543ff7389","那六成","认识到自己和行业顶尖的人差距很大，可能这辈子怎么努力也赶不上别人，产生了自卑迷茫的心理怎么办？","https://www.ifdian.net/p/67731b6a70c311f1a7ae52540025c377","2026-07-03","2026","2026-07","1101","28","workplace_org;power_strategy;psychology_self"
"0adc1c98-d7bb-5ee5-9923-9fe4e163f4d7","we have tried","日本数千民众集会抗议政府修宪扩军，这反映出日本国内怎样的民意？","https://www.zhihu.com/question/2032053259419006141/answer/2036518349304243589","2026-07-02","2026","2026-07","772","16","public_society;communication_conflict"
"ba2a38af-1016-5306-8be5-3b6a0c38d154","炀","为什么几乎所有历史模拟游戏都无法模拟大国的衰落？","https://www.zhihu.com/question/8906701443/answer/2035864818658318123","2026-07-02","2026","2026-07","1025","25","intimacy_gender;workplace_org;money_property;power_strategy;education_growth;public_society;communication_conflict"
"f9f5cb55-a8a1-5437-88fd-43929f90d6d5","冠军病","高敏女生CPTSD复发经历高压冲突岗，自学心理学，认知失调精神崩塌？","https://www.zhihu.com/question/2035412628495929691/answer/2036591567549494486","2026-07-02","2026","2026-07","1014","30","power_strategy;psychology_self;communication_conflict"
"a6bef4ce-748d-5207-8963-632d78b4ba7c","凤尾","大家能不能分析一下是鸡头好还是凤尾好？","https://www.ifdian.net/p/1f36c5be6f3711f1a8f45254001e7c00","2026-07-01","2026","2026-07","748","14","power_strategy;education_growth;psychology_self;communication_conflict"
"2dcc4d6a-58bf-5e68-9c51-319d51c0f11e","工德无量","如果经济条件允许，你会不工作吗？","https://www.zhihu.com/question/6727174235/answer/2054345141004006552","2026-06-30","2026","2026-06","450","13","family_kinship;workplace_org;money_property;psychology_self"
"3146e5f6-0769-5784-9040-caf8b2920753","正衣冠","为什么有的男人穿西装像金融才俊，有的却像地产中介？","https://www.zhihu.com/question/23957022/answer/2036229177863578626","2026-06-30","2026","2026-06","719","16","workplace_org;ethics_norms;power_strategy;education_growth;psychology_self;communication_conflict"
"5d6e0ac8-4818-559e-9449-7f5af8bcd6ec","人上人上人","这个世界怎么啦！“吃得苦中苦，方为人上人”这难道不是一句朴素的真理吗？为何成为了批判攻击的目标？","https://www.zhihu.com/question/2016460738726749302/answer/2054174607683351334","2026-06-30","2026","2026-06","2101","39","family_kinship;money_property;power_strategy;education_growth;psychology_self;communication_conflict"
"a30cf0ae-535b-5f62-bcf8-d7361ddaf2f3","抢杠铃","如何预判未来十年有前景的大学专业？","https://www.zhihu.com/question/2047273309180531264/answer/2053922340728262870","2026-06-30","2026","2026-06","1063","22","intimacy_gender;workplace_org;power_strategy;education_growth;psychology_self;public_society;communication_conflict"
"8b35202b-98f5-56ef-b715-e232938a1c89","无色无味","尸体埋在土里20厘米深能完全隔绝尸臭吗？","https://www.zhihu.com/question/1948918145973716373/answer/2054291729503761272","2026-06-30","2026","2026-06","1042","26","money_property"
"fee5260a-d799-55bd-93c6-41a5d3540084","自然直","难以做到真正关心他人疾苦、共情他人，该怎么办？","https://www.ifdian.net/p/d6bf5c746e7311f1a26752540025c377","2026-06-30","2026","2026-06","714","15","money_property;psychology_self;communication_conflict"
"fa35c62a-72ac-5f83-806a-cbd66eaef0ab","三斗金","如何改变自己太负责任的性格?","https://www.zhihu.com/question/14174027046/answer/2055022964362459031","2026-06-29","2026","2026-06","1284","32","intimacy_gender;money_property;ethics_norms;education_growth;psychology_self;communication_conflict"
"502cfc6f-c122-5a9c-bbb9-a60f1ea5a25a","恩不分级","生养不是恩，托举才是恩，怎么看？","https://www.zhihu.com/question/2045666247975621645/answer/2055003459133428300","2026-06-29","2026","2026-06","233","9","ethics_norms;power_strategy"
"55e2ccc2-9f7c-51c1-89b4-c90ea1c68761","贫穷的尽头","穷人为什么穷呢？","https://www.zhihu.com/question/1996867921008423944/answer/2035819989924565153","2026-06-29","2026","2026-06","1658","30","money_property;ethics_norms;power_strategy;education_growth;public_society"
"a05bf5e0-e374-5762-9491-68f824cea641","你好富二代","努力学习真的拼不过富二代吗？","https://www.zhihu.com/question/1965029397380706449/answer/2035732728516232118","2026-06-29","2026","2026-06","1356","31","family_kinship;money_property;power_strategy;education_growth;public_society;communication_conflict"
"ace0aea5-99d9-5110-b9f2-6c83e040005f","大前门","感觉男朋友很抠门要不要分手？还是我自己想多了?","https://www.zhihu.com/question/1942048306764153556/answer/2054339274179400863","2026-06-29","2026","2026-06","3216","45","family_kinship;intimacy_gender;workplace_org;money_property;power_strategy;education_growth;psychology_self;public_society;communication_conflict"
"263a4cb3-5cac-5c79-b13a-1d771224dff0","犟子","经常被别人说犟该怎么办？","https://www.ifdian.net/p/f906750e6cd611f1a73452540025c377","2026-06-28","2026","2026-06","795","15","money_property;ethics_norms;power_strategy;psychology_self;communication_conflict"
"3a0d174c-f654-5ce2-b2ec-60fb34b0c258","双毕业","家长发愁孩子高考后消费账单，一句「你只是高考完了，不是家里发财了」引发共鸣，如何看待这一说法？","https://www.zhihu.com/question/2052870237394149872/answer/2053453096483812187","2026-06-27","2026","2026-06","855","18","family_kinship;money_property;power_strategy;education_growth;communication_conflict"
"ae9edfa7-d975-5700-845d-3082a10680b9","摊牌忍者","为什么越喜欢把话说开的人，人际关系反而越差？","https://www.zhihu.com/question/2051409013401707352/answer/2053797125801128827","2026-06-27","2026","2026-06","2412","43","ethics_norms;power_strategy;education_growth;psychology_self;communication_conflict"
"fc8bb6e0-acc0-50fb-813d-037e499df67c","clean start","提亲当天丈母娘临时加1万彩礼，我当场情绪不好离场，被说人品有问题，我真的错了吗？","https://www.zhihu.com/question/2050543609603216258/answer/2053560726321730327","2026-06-27","2026","2026-06","1688","20","family_kinship;intimacy_gender;workplace_org;money_property;psychology_self;communication_conflict"
"26639f91-6db3-571c-af59-364e41e1b24e","NPC","如何正确的打招呼?","https://www.ifdian.net/p/2661721e6c1a11f1a43052540025c377","2026-06-27","2026","2026-06","1574","20","intimacy_gender;workplace_org;education_growth;psychology_self;public_society;communication_conflict"
"a8fdb53f-15f9-5c30-bad8-7372ad185df2","勤为要","男友善良但懒癌晚期，没钱请阿姨的情况下，这婚还能结吗？","https://www.zhihu.com/question/2050475528524657341/answer/2053259874218284630","2026-06-26","2026","2026-06","1475","18","family_kinship;intimacy_gender;workplace_org;money_property;ethics_norms;power_strategy;education_growth;public_society;communication_conflict"
"abf0a4ce-d142-580e-b306-4616001cb183","西线无战事","如果孩子家里一点不提学校的事，是不是就有问题了？","https://www.zhihu.com/question/1898411848048575415/answer/2033922407749113272","2026-06-26","2026","2026-06","2134","52","family_kinship;intimacy_gender;workplace_org;ethics_norms;power_strategy;education_growth;psychology_self;public_society;communication_conflict"
"b37796ff-6ee1-562d-9cc2-1ce50382c60e","宁静力","安安稳稳的在小城市过一生真的那么不堪吗？","https://www.zhihu.com/question/387024332/answer/2034268795578077717","2026-06-26","2026","2026-06","1168","32","intimacy_gender;workplace_org;money_property;power_strategy;education_growth;psychology_self;public_society;communication_conflict"
"f48ddf91-2686-5bbb-88d1-3644e94907d7","好美","如何在日常生活中对孩子进行「美的启蒙」？","https://www.zhihu.com/question/655886553/answer/2034559044480934278","2026-06-26","2026","2026-06","867","24","family_kinship;money_property;power_strategy;education_growth;communication_conflict"
"99a51c26-98ed-5aeb-a56a-c2be644d2779","续白诗","扎哈事务所改名“ZHA”后，还能走多远？","https://www.zhihu.com/question/2052746256053690695/answer/2052884834809279570","2026-06-25","2026","2026-06","331","9","power_strategy"
"c28d9ed8-eec9-51c4-bf67-4f47e91c6912","屁股朝前","孩子有求于你时表现很好，但目的达到后就态度转变，这种情况正常吗？","https://www.zhihu.com/question/1999238181372064473/answer/2033704506702180430","2026-06-25","2026","2026-06","658","15","family_kinship;money_property;ethics_norms;education_growth;public_society;communication_conflict"
"be11fc4e-aa10-5562-b303-6cffcea4b6a9","当仁不让","第一次带女朋友回家让她做饭结果她大发雷霆，我真错了吗？","https://www.ifdian.net/p/fdcb72726a7b11f1b12e52540025c377","2026-06-25","2026","2026-06","1053","23","family_kinship;intimacy_gender;ethics_norms;power_strategy;communication_conflict"
"16c0cbf0-7c55-5956-af86-f80923eada77","少点歧视","感觉现在反倒成了全国歧视上海，上海人还好吗？","https://www.zhihu.com/question/1930419163064672630/answer/2033994963663463542","2026-06-24","2026","2026-06","656","23","ethics_norms;education_growth"
"eb5c8088-f151-5249-a718-4ef7279880d1","救命书","11 岁孩子回家后发现妈妈晕倒，大哭中冷静拨打爸爸和急救电话并说明情况，如何看孩子这一教科书式的反应？","https://www.zhihu.com/question/2032102933781856883/answer/2035367468101845829","2026-06-24","2026","2026-06","374","12","family_kinship;intimacy_gender;education_growth;public_society;communication_conflict"
"f3ef4904-dcb3-5d06-835a-f0177ff33fa4","多余的不开心","人到中年，如果有不开心的事，你和谁说？","https://www.zhihu.com/question/1985827652146313174/answer/2034427667462754704","2026-06-24","2026","2026-06","610","17","ethics_norms"
"63aa195b-6c30-549f-b9d9-0452c144e2f3","稻谷咖啡","亲戚来做客，跟孩子宣扬“读书无用论”，听了火大，家长该如何处理这种情况？","https://www.zhihu.com/question/2034319204476777226/answer/2050219399890604400","2026-06-24","2026","2026-06","1381","28","family_kinship;education_growth;public_society;communication_conflict"
"9608ccef-cb60-521d-a9a5-f477bab4bfd5","小宽","如何拒绝他人强加给你的小恩小惠？","https://www.ifdian.net/p/097db03469b511f185ac52540025c377","2026-06-24","2026","2026-06","882","20","money_property;ethics_norms;power_strategy;communication_conflict"
"0e572114-b072-5bbd-a5bd-fd0b5c2ef31f","蘸醋","如果你的朋友是一头猪，它自愿被人吃掉，你会为它感到难过吗？","https://www.zhihu.com/question/10087160298/answer/2032481794348539945","2026-06-23","2026","2026-06","514","8","psychology_self;communication_conflict"
"5530ea69-662b-5400-8fae-ad0a0a325e38","一碗油盐饭","怎么看待这段关系？对方对我可能是什么感受？该怎么释怀？","https://www.zhihu.com/question/2036557109429543087/answer/2040828882861942775)","2026-06-23","2026","2026-06","5513","55","family_kinship;intimacy_gender;workplace_org;money_property;power_strategy;education_growth;psychology_self;public_society;communication_conflict"
"bdbd1ec1-4516-571a-8e12-db95b0c99a88","环保猎人","75 岁美国富豪猎人在非洲加蓬狩猎遭象群踩踏身亡，这次意外暴露了哪些问题？","https://www.zhihu.com/question/2031425348554989686/answer/2032170813806358711","2026-06-23","2026","2026-06","747","13","workplace_org;money_property;education_growth;public_society"
"bf9b4eb5-d380-5b55-915c-d000c8f22c27","爱自己","有没有大神帮我分析下我儿子到底在想什么？","https://www.zhihu.com/question/2003262151616398209/answer/2032433882943985511","2026-06-23","2026","2026-06","1947","30","money_property;education_growth;communication_conflict"
"d050c428-49c5-5591-892f-796f1dd1879e","一万零一全","明明知道“先做再说”能解决拖延，可就是迈不开第一步，有没有低成本、易上手的“启动小技巧”？","https://www.ifdian.net/p/8710578a68cb11f1bb8b52540025c377","2026-06-23","2026","2026-06","1519","38","workplace_org;money_property;power_strategy;education_growth;psychology_self"
"1ebceeb1-26da-536f-bfcd-d43f91f25b8d","云阶","普通家庭的孩子，如何靠自己跨越阶层？","https://www.zhihu.com/question/1913065377237280660/answer/2031121783361910485","2026-06-22","2026","2026-06","388","13","family_kinship;money_property;psychology_self;public_society"
"79a28019-c9f4-5777-bb7e-dffa92ab679d","你我之交","经济普通的小孩如何跟家境优渥的小孩交往？","https://www.zhihu.com/question/1964277194550392115/answer/2030347599962706478","2026-06-22","2026","2026-06","343","20","family_kinship;money_property;communication_conflict"
