"paper","id","citedTitle","actualTitle","citedDate","actualDate","citedUrl","actualUrl","idExists","titleMatches","dateMatches","urlMatches"
"02_实践伦理的工程学_思想体系总论.md","f0e6b60b-5f91-5037-9796-480eeca991b2","芯片","芯片","2018-09-25","2018-09-25","https://www.zhihu.com/question/275316968/answer/497644862","https://www.zhihu.com/question/275316968/answer/497644862","True","True","True","True"
"02_实践伦理的工程学_思想体系总论.md","7d32dc18-d43f-5b31-b663-2cc96f87ef69","工程师","工程师","2019-06-16","2019-06-16","https://www.zhihu.com/question/327471497/answer/716941677","https://www.zhihu.com/question/327471497/answer/716941677","True","True","True","True"
"02_实践伦理的工程学_思想体系总论.md","f455e627-834a-5efb-afe9-c311b5694325","说话的兽","说话的兽","2022-07-04","2022-07-04","https://www.zhihu.com/question/530184935/answer/2558470982","https://www.zhihu.com/question/530184935/answer/2558470982","True","True","True","True"
"02_实践伦理的工程学_思想体系总论.md","366ab128-d0ec-5a22-9185-a7be6c9ef61a","进化王","进化王","2021-02-12","2021-02-12","https://www.zhihu.com/question/444037692/answer/1727447923","https://www.zhihu.com/question/444037692/answer/1727447923","True","True","True","True"
"02_实践伦理的工程学_思想体系总论.md","6511b53f-878c-5ae0-af8f-d2f04e78569c","AI 一","AI 一","2023-03-22","2023-03-22","https://www.zhihu.com/question/591002830/answer/2947430561","https://www.zhihu.com/question/591002830/answer/2947430561","True","True","True","True"
"02_实践伦理的工程学_思想体系总论.md","959872c6-0ae7-517d-aa2f-b669f058ed41","提问者","提问者","2023-04-18","2023-04-18","https://www.zhihu.com/question/587975516/answer/2988722122","https://www.zhihu.com/question/587975516/answer/2988722122","True","True","True","True"
"02_实践伦理的工程学_思想体系总论.md","f975f3fe-005b-53dd-8f44-2741aefcda9b","死亡","死亡","2020-07-07","2020-07-07","https://www.zhihu.com/question/19795293/answer/1323213160","https://www.zhihu.com/question/19795293/answer/1323213160","True","True","True","True"
"02_实践伦理的工程学_思想体系总论.md","ac580308-0276-5166-ae63-b3d6978bc550","长生不死的脑残","长生不死的脑残","2020-08-28","2020-08-28","https://www.zhihu.com/question/417913464/answer/1438032852","https://www.zhihu.com/question/417913464/answer/1438032852","True","True","True","True"
"04_家庭与亲属秩序.md","3c5adff1-6b20-5999-a366-0033a5945401","子女的要求","子女的要求","2022-04-23","2022-04-23","https://www.zhihu.com/question/355524343/answer/2454079129","https://www.zhihu.com/question/355524343/answer/2454079129","True","True","True","True"
"04_家庭与亲属秩序.md","3e952728-2d95-553b-a378-44c50203c977","抚养费","抚养费","2021-07-06","2021-07-06","https://www.zhihu.com/question/470202472/answer/1981030208","https://www.zhihu.com/question/470202472/answer/1981030208","True","True","True","True"
"04_家庭与亲属秩序.md","4f0d4841-15a9-55fb-b3d5-f2b4cef556dd","重组家庭的难题","重组家庭的难题","2021-01-15","2021-01-15","https://www.zhihu.com/question/438987171/answer/1678525490","https://www.zhihu.com/question/438987171/answer/1678525490","True","True","True","True"
"04_家庭与亲属秩序.md","7cdfab67-7ce3-5c7f-b628-0f120d0cf51b","社会化抚养","社会化抚养","2020-08-01","2020-08-01","https://www.zhihu.com/question/265857247/answer/1375936847","https://www.zhihu.com/question/265857247/answer/1375936847","True","True","True","True"
"04_家庭与亲属秩序.md","1549f2dd-1d31-544b-a0ea-85605f1a819b","翼护","翼护","2021-05-31","2021-05-31","https://www.zhihu.com/question/419829368/answer/1914445833","https://www.zhihu.com/question/419829368/answer/1914445833","True","True","True","True"
"04_家庭与亲属秩序.md","769c9d9a-20b2-57e8-a61c-2495ed318571","瞧不起","瞧不起","2021-02-28","2021-02-28","https://www.zhihu.com/question/446474178/answer/1753855345","https://www.zhihu.com/question/446474178/answer/1753855345","True","True","True","True"
"04_家庭与亲属秩序.md","61843e2f-9230-5dc2-adf6-bb7b3416d5f6","不听老人言","不听老人言","2026-05-10","2026-05-10","https://www.zhihu.com/question/1889581579178849918/answer/2033525184934715882","https://www.zhihu.com/question/1889581579178849918/answer/2033525184934715882","True","True","True","True"
"04_家庭与亲属秩序.md","8859afe4-31fa-5b72-a79a-675c16950c82","服从","服从","2021-06-05","2021-06-05","https://www.zhihu.com/question/463206973/answer/1924612230","https://www.zhihu.com/question/463206973/answer/1924612230","True","True","True","True"
"04_家庭与亲属秩序.md","fba22283-af77-547d-afe1-b4350b10db89","零起点","零起点","2022-04-21","2022-04-21","https://www.zhihu.com/question/527764298/answer/2449644130","https://www.zhihu.com/question/527764298/answer/2449644130","True","True","True","True"
"04_家庭与亲属秩序.md","4f088894-9e0d-57a4-9b1b-b34c185c6363","子女的隐私","子女的隐私","2021-01-03","2021-01-03","https://www.zhihu.com/question/349129380/answer/1659225401","https://www.zhihu.com/question/349129380/answer/1659225401","True","True","True","True"
"04_家庭与亲属秩序.md","8db8f172-3520-5077-a078-2c9578ebaf39","一寸欢喜","一寸欢喜","2026-07-13","2026-07-13","https://www.zhihu.com/question/2039110884006604997/answer/2041179100837058049","https://www.zhihu.com/question/2039110884006604997/answer/2041179100837058049","True","True","True","True"
"04_家庭与亲属秩序.md","d047bd11-7388-5d76-806c-f96d44f68013","尽亲尽孝","尽亲尽孝","2024-09-18","2024-09-18","https://afdian.com/p/312fbc6e752711efafc25254001e7c00","https://afdian.com/p/312fbc6e752711efafc25254001e7c00","True","True","True","True"
"04_家庭与亲属秩序.md","05f7599d-9ec1-5a69-98ec-983ca3b4c8b0","孝","孝","2023-04-08","2023-04-08","https://www.zhihu.com/question/33575236/answer/2523770856","https://www.zhihu.com/question/33575236/answer/2523770856","True","True","True","True"
"04_家庭与亲属秩序.md","2a406215-ff67-574c-be56-d93e04992e6a","老人跳桥","老人跳桥","2021-01-24","2021-01-24","https://www.zhihu.com/question/440757467/answer/1694360626","https://www.zhihu.com/question/440757467/answer/1694360626","True","True","True","True"
"04_家庭与亲属秩序.md","cca77b6e-cc3b-5942-9b0e-74347420a0f1","老狗","老狗","2025-06-01","2025-06-01","https://www.zhihu.com/question/525541744/answer/1909570369205020316","https://www.zhihu.com/question/525541744/answer/1909570369205020316","True","True","True","True"
"04_家庭与亲属秩序.md","4ff7810c-9d49-578c-9b34-6fbe725ee959","老有所依2","老有所依2","2020-07-25","2020-07-25","https://www.zhihu.com/question/403290284/answer/1360171805","https://www.zhihu.com/question/403290284/answer/1360171805","True","True","True","True"
"04_家庭与亲属秩序.md","8ddbef7b-4c40-5766-ada3-52335be104eb","取死之道","取死之道","2024-08-25","2024-08-25","https://afdian.com/p/c1fa3352626011ef9ccf52540025c377","https://afdian.com/p/c1fa3352626011ef9ccf52540025c377","True","True","True","True"
"04_家庭与亲属秩序.md","5bd3dca7-140f-5f64-8cc4-bbb68ef65259","父母恩","父母恩","2022-06-05","2022-06-05","https://www.zhihu.com/question/26860040/answer/2515001052","https://www.zhihu.com/question/26860040/answer/2515001052","True","True","True","True"
"04_家庭与亲属秩序.md","e476717b-2cf7-5a91-adb2-924fbec64dea","援亲","援亲","2026-06-18","2026-06-18","https://www.ifdian.net/p/e199590264f411f1b3605254001e7c00","https://www.ifdian.net/p/e199590264f411f1b3605254001e7c00","True","True","True","True"
"04_家庭与亲属秩序.md","116849af-8469-5b6a-8306-42264e030e2d","族亲","族亲","2026-05-17","2026-05-17","https://www.ifdian.net/p/41c1258e4bce11f1806852540025c377","https://www.ifdian.net/p/41c1258e4bce11f1806852540025c377","True","True","True","True"
"04_家庭与亲属秩序.md","d08b3c8b-a3a8-567d-874e-b774e0a7be53","长兄如父","长兄如父","2024-07-09","2024-07-09","https://www.zhihu.com/question/660341866/answer/3556211360","https://www.zhihu.com/question/660341866/answer/3556211360","True","True","True","True"
"04_家庭与亲属秩序.md","a0f663cc-cdbe-57bb-9037-1fc75cdc8b80","被拖累的姐姐","被拖累的姐姐","2020-09-09","2020-09-09","https://www.zhihu.com/question/419755073/answer/1461820991","https://www.zhihu.com/question/419755073/answer/1461820991","True","True","True","True"
"04_家庭与亲属秩序.md","9af3f757-ffb6-5c9e-b461-afdf9ccea949","奠仪几何","奠仪几何","2026-07-17","2026-07-17","https://www.ifdian.net/p/85097b3e7bd011f1978652540025c377","https://www.ifdian.net/p/85097b3e7bd011f1978652540025c377","True","True","True","True"
"04_家庭与亲属秩序.md","d2e39201-c1e8-5e0c-9256-6133819f4fa0","欠债不欠恩","欠债不欠恩","2024-01-11","2024-01-11","https://www.zhihu.com/question/637670125/answer/3358749773","https://www.zhihu.com/question/637670125/answer/3358749773","True","True","True","True"
"04_家庭与亲属秩序.md","171a8ff5-4f98-5575-849e-46da57be1d50","伤绳","伤绳","2026-05-05","2026-05-05","https://www.zhihu.com/question/1946636394383515889/answer/2032393124841006935","https://www.zhihu.com/question/1946636394383515889/answer/2032393124841006935","True","True","True","True"
"04_家庭与亲属秩序.md","3a0d174c-f654-5ce2-b2ec-60fb34b0c258","双毕业","双毕业","2026-06-27","2026-06-27","https://www.zhihu.com/question/2052870237394149872/answer/2053453096483812187","https://www.zhihu.com/question/2052870237394149872/answer/2053453096483812187","True","True","True","True"
"04_家庭与亲属秩序.md","af7e49a2-94ef-537d-aaae-eca73f8b42f4","财富观 II","财富观 II","2022-12-24","2022-12-24","https://www.zhihu.com/question/411023962/answer/2814161842","https://www.zhihu.com/question/411023962/answer/2814161842","True","True","True","True"
"04_家庭与亲属秩序.md","a03985bb-d05e-5b31-86e8-90f9baee69ef","利益共同体","利益共同体","2023-03-21","2023-03-21","https://www.zhihu.com/question/590364412/answer/2945747516","https://www.zhihu.com/question/590364412/answer/2945747516","True","True","True","True"
"04_家庭与亲属秩序.md","6cf31ee2-6759-5cb3-b6e2-e2bd3aba6b8a","家族基金","家族基金","2023-01-17","2023-01-17","https://www.zhihu.com/question/579248011/answer/2849908199","https://www.zhihu.com/question/579248011/answer/2849908199","True","True","True","True"
"04_家庭与亲属秩序.md","9955b8f1-0228-51e7-bcd8-206f811b654e","绝户计","绝户计","2023-03-08","2023-03-08","https://www.zhihu.com/question/302878284/answer/2927652907","https://www.zhihu.com/question/302878284/answer/2927652907","True","True","True","True"
"04_家庭与亲属秩序.md","577b393b-67a1-5766-9651-8ecd742d17c9","探病","探病","2026-06-15","2026-06-15","https://www.ifdian.net/p/4ad313a462ac11f1a44a52540025c377","https://www.ifdian.net/p/4ad313a462ac11f1a44a52540025c377","True","True","True","True"
"04_家庭与亲属秩序.md","7c19a976-087f-5167-9d0e-23c1b80f67ad","关于应对子女抑郁的一种系统方法","关于应对子女抑郁的一种系统方法","2024-05-28","2024-05-28","https://www.zhihu.com/question/650979214/answer/3512066754","https://www.zhihu.com/question/650979214/answer/3512066754","True","True","True","True"
"04_家庭与亲属秩序.md","927ba21c-4a62-5601-8434-bf3d8290b3f2","全职主妇","全职主妇","2020-12-27","2020-12-27","https://www.zhihu.com/question/435985082/answer/1648363869","https://www.zhihu.com/question/435985082/answer/1648363869","True","True","True","True"
"04_家庭与亲属秩序.md","6a41129a-80a4-5d7a-bd80-bacac4cc24c9","放养","放养","2023-12-08","2023-12-08","https://www.zhihu.com/question/407582335/answer/3317542411","https://www.zhihu.com/question/407582335/answer/3317542411","True","True","True","True"
"04_家庭与亲属秩序.md","eb5c8088-f151-5249-a718-4ef7279880d1","救命书","救命书","2026-06-24","2026-06-24","https://www.zhihu.com/question/2032102933781856883/answer/2035367468101845829","https://www.zhihu.com/question/2032102933781856883/answer/2035367468101845829","True","True","True","True"
"04_家庭与亲属秩序.md","4b2e88a4-9a83-5331-9cb4-eae2db2e95a2","如意结","如意结","2025-12-24","2025-12-24","https://afdian.com/p/2c0cb506daad11f0b96a52540025c377","https://afdian.com/p/2c0cb506daad11f0b96a52540025c377","True","True","True","True"
"04_家庭与亲属秩序.md","88e5e5c3-52de-5637-a706-977a25c4d828","家务教育","家务教育","2026-04-26","2026-04-26","https://www.ifdian.net/p/d7388ddc3b6111f18e3952540025c377","https://www.ifdian.net/p/d7388ddc3b6111f18e3952540025c377","True","True","True","True"
"04_家庭与亲属秩序.md","251d8f00-f6a7-5f72-8e55-691d2f0ef223","拖拉机","拖拉机","2019-01-12","2019-01-12","https://www.zhihu.com/question/308056561/answer/571941398","https://www.zhihu.com/question/308056561/answer/571941398","True","True","True","True"
"04_家庭与亲属秩序.md","d07965f5-b60f-5a09-b91d-c9894cdd7de9","小摊牌","小摊牌","2024-03-29","2024-03-29","https://afdian.com/p/9572e398ed3e11eebfac5254001e7c00","https://afdian.com/p/9572e398ed3e11eebfac5254001e7c00","True","True","True","True"
"04_家庭与亲属秩序.md","bed38c2e-a10f-5ae2-99a3-26cdbd0f4795","王不见王","王不见王","2024-06-30","2024-06-30","https://www.zhihu.com/question/659908900/answer/3546501302","https://www.zhihu.com/question/659908900/answer/3546501302","True","True","True","True"
"04_家庭与亲属秩序.md","73622cfd-2dfa-5af9-a4a7-6197c5f4f246","推挤","推挤","2025-08-08","2025-08-08","https://afdian.com/p/e087f68c6e4f11f09e3c52540025c377","https://afdian.com/p/e087f68c6e4f11f09e3c52540025c377","True","True","True","True"
"04_家庭与亲属秩序.md","bf9f7d37-942e-5efd-b212-3bbd9bfec221","暴力债","暴力债","2024-11-30","2024-11-30","https://www.zhihu.com/question/407247948/answer/44460736197","https://www.zhihu.com/question/407247948/answer/44460736197","True","True","True","True"
"04_家庭与亲属秩序.md","110e0b03-7dc0-54f9-944c-06a6d5934753","门当户对","门当户对","2019-05-19","2019-05-19","https://www.zhihu.com/question/320314301/answer/687854449","https://www.zhihu.com/question/320314301/answer/687854449","True","True","True","True"
"04_家庭与亲属秩序.md","16c53ed9-9140-52ee-b289-d5a0c8eb6ffc","家族","家族","2019-06-19","2019-06-19","https://www.zhihu.com/question/311787622/answer/721084936","https://www.zhihu.com/question/311787622/answer/721084936","True","True","True","True"
"04_家庭与亲属秩序.md","bf193bd7-4f2a-5cd2-8208-da6729d44ba2","生于斯","生于斯","2025-12-17","2025-12-17","https://www.zhihu.com/question/503463009/answer/1984754214891701635","https://www.zhihu.com/question/503463009/answer/1984754214891701635","True","True","True","True"
"04_家庭与亲属秩序.md","9b0b722e-18ec-5a5e-97b2-bfe7baf20405","三代乃成","三代乃成","2023-09-23","2023-09-23","https://www.zhihu.com/question/622913795/answer/3222818110","https://www.zhihu.com/question/622913795/answer/3222818110","True","True","True","True"
"04_家庭与亲属秩序.md","fba61b87-e09e-5454-a83a-2bc6af90356a","南北宗族","南北宗族","2025-03-02","2025-03-02","https://www.zhihu.com/question/330542822/answer/93226941630","https://www.zhihu.com/question/330542822/answer/93226941630","True","True","True","True"
"04_家庭与亲属秩序.md","625d025d-e6e9-5a00-a47f-f8f8992eb39b","家族史记录","家族史记录","2024-09-26","2024-09-26","https://afdian.com/p/cbcdfa7c7be611ef93e652540025c377","https://afdian.com/p/cbcdfa7c7be611ef93e652540025c377","True","True","True","True"
"05_亲密关系与婚恋.md","87f504be-9ec1-513f-9ef2-35b5afb76690","有恋无爱","有恋无爱","2026-06-22","2026-06-22","https://www.zhihu.com/question/1991793475268673696/answer/2030323731600552037","https://www.zhihu.com/question/1991793475268673696/answer/2030323731600552037","True","True","True","True"
"05_亲密关系与婚恋.md","8bc2c71a-1303-5254-a513-fdb710fb8876","小小红花","小小红花","2026-07-15","2026-07-15","https://www.ifdian.net/p/8a2ac9c67a4311f1887f5254001e7c00","https://www.ifdian.net/p/8a2ac9c67a4311f1887f5254001e7c00","True","True","True","True"
"05_亲密关系与婚恋.md","a5d469ca-ec51-5425-9881-20dc4c62a232","谈的必要","谈的必要","2022-08-14","2022-08-14","https://www.zhihu.com/question/548219694/answer/2625442864","https://www.zhihu.com/question/548219694/answer/2625442864","True","True","True","True"
"05_亲密关系与婚恋.md","6c2a2e7d-58e9-54ac-b872-556fcd359739","爱无侥幸","爱无侥幸","2024-07-14","2024-07-14","https://www.zhihu.com/question/661055196/answer/3561475478","https://www.zhihu.com/question/661055196/answer/3561475478","True","True","True","True"
"05_亲密关系与婚恋.md","393616a4-e6c8-51a6-b8ec-ef5cbd3dc5d1","大可爱","大可爱","2026-03-01","2026-03-01","https://www.zhihu.com/question/458871467/answer/2011542565971830760","https://www.zhihu.com/question/458871467/answer/2011542565971830760","True","True","True","True"
"05_亲密关系与婚恋.md","f6fe9e2d-ca06-5a84-82b6-b7fe1d331120","爱的核心","爱的核心","2024-12-16","2024-12-16","https://zhuanlan.zhihu.com/p/12881832004","https://zhuanlan.zhihu.com/p/12881832004","True","True","True","True"
"05_亲密关系与婚恋.md","3391e97d-14c5-567c-964a-72368422ba53","恋爱原理","恋爱原理","2021-05-26","2021-05-26","https://www.zhihu.com/question/461267669/answer/1906986171","https://www.zhihu.com/question/461267669/answer/1906986171","True","True","True","True"
"05_亲密关系与婚恋.md","f7a9915b-3031-56d6-9c10-460d6dff6b53","爱情长跑","爱情长跑","2023-01-31","2023-01-31","https://www.zhihu.com/question/581134104/answer/2868446976","https://www.zhihu.com/question/581134104/answer/2868446976","True","True","True","True"
"05_亲密关系与婚恋.md","a8fdb53f-15f9-5c30-bad8-7372ad185df2","勤为要","勤为要","2026-06-26","2026-06-26","https://www.zhihu.com/question/2050475528524657341/answer/2053259874218284630","https://www.zhihu.com/question/2050475528524657341/answer/2053259874218284630","True","True","True","True"
"05_亲密关系与婚恋.md","861fef3e-8a74-5dfc-a4a0-0288640bc5a6","亲密关系的充分理由","亲密关系的充分理由","2022-06-28","2022-06-28","https://www.zhihu.com/question/540214555/answer/2548225605","https://www.zhihu.com/question/540214555/answer/2548225605","True","True","True","True"
"05_亲密关系与婚恋.md","9bc5a2cd-cb67-5631-b227-29c5862aa1d4","不表而白","不表而白","2024-06-29","2024-06-29","https://afdian.com/p/9c028d2635a511efaf715254001e7c00","https://afdian.com/p/9c028d2635a511efaf715254001e7c00","True","True","True","True"
"05_亲密关系与婚恋.md","f1298897-d133-5dba-8f4d-2123cb0e612b","早恋1","早恋1","2023-12-28","2023-12-28","https://afdian.com/p/0c26f170a4ea11eea1de52540025c377","https://afdian.com/p/0c26f170a4ea11eea1de52540025c377","True","True","True","True"
"05_亲密关系与婚恋.md","8f631982-8f74-539e-ade3-31e78b2b2f7f","未足之婚","未足之婚","2026-07-12","2026-07-12","https://www.zhihu.com/question/2058261379547772168/answer/2058717131450086422","https://www.zhihu.com/question/2058261379547772168/answer/2058717131450086422","True","True","True","True"
"05_亲密关系与婚恋.md","3204a233-e257-55df-8157-8c03ae03dcaa","幸福的窗口","幸福的窗口","2026-05-24","2026-05-24","https://www.ifdian.net/p/a3235f94515611f198745254001e7c00","https://www.ifdian.net/p/a3235f94515611f198745254001e7c00","True","True","True","True"
"05_亲密关系与婚恋.md","bed38c2e-a10f-5ae2-99a3-26cdbd0f4795","王不见王","王不见王","2024-06-30","2024-06-30","https://www.zhihu.com/question/659908900/answer/3546501302","https://www.zhihu.com/question/659908900/answer/3546501302","True","True","True","True"
"05_亲密关系与婚恋.md","99e9a036-ccdc-5f7a-aaad-04f51b1a2171","智能终端","智能终端","2021-09-02","2021-09-02","https://www.zhihu.com/question/458232041/answer/2097931385","https://www.zhihu.com/question/458232041/answer/2097931385","True","True","True","True"
"05_亲密关系与婚恋.md","239864fc-672d-5425-831f-58a85b942faa","再三之后","再三之后","2026-06-18","2026-06-18","https://www.zhihu.com/question/1912584982687360284/answer/2051074791961105921","https://www.zhihu.com/question/1912584982687360284/answer/2051074791961105921","True","True","True","True"
"05_亲密关系与婚恋.md","92aa0eef-4f02-5861-8217-f8b28866a6cb","苦而不忍","苦而不忍","2020-12-18","2020-12-18","https://www.zhihu.com/question/432723456/answer/1633172489","https://www.zhihu.com/question/432723456/answer/1633172489","True","True","True","True"
"05_亲密关系与婚恋.md","85d05c4a-c611-5d84-81b6-04f6c1068fd0","结婚条件","结婚条件","2019-05-15","2019-05-15","https://www.zhihu.com/question/21778422/answer/684430223","https://www.zhihu.com/question/21778422/answer/684430223","True","True","True","True"
"05_亲密关系与婚恋.md","470eb4f1-f9cf-5860-9b3a-93134cafe576","婚内财产","婚内财产","2024-04-11","2024-04-11","https://www.zhihu.com/question/652507587/answer/3461672281","https://www.zhihu.com/question/652507587/answer/3461672281","True","True","True","True"
"05_亲密关系与婚恋.md","801d6c57-141e-5fbd-90b3-ac3843ef235a","收入管理共识","收入管理共识","2021-05-07","2021-05-07","https://www.zhihu.com/question/446421532/answer/1872341151","https://www.zhihu.com/question/446421532/answer/1872341151","True","True","True","True"
"05_亲密关系与婚恋.md","77c688c5-82d1-5d86-ab4e-d9543dcc3439","吃亏高手","吃亏高手","2023-09-07","2023-09-07","https://www.zhihu.com/question/619847948/answer/3200297739","https://www.zhihu.com/question/619847948/answer/3200297739","True","True","True","True"
"05_亲密关系与婚恋.md","fc8bb6e0-acc0-50fb-813d-037e499df67c","clean start","clean start","2026-06-27","2026-06-27","https://www.zhihu.com/question/2050543609603216258/answer/2053560726321730327","https://www.zhihu.com/question/2050543609603216258/answer/2053560726321730327","True","True","True","True"
"05_亲密关系与婚恋.md","f950a721-c22c-5c24-a55a-4a840db58db6","趵突泉","趵突泉","2025-02-08","2025-02-08","https://www.zhihu.com/question/10747265904/answer/95403086026","https://www.zhihu.com/question/10747265904/answer/95403086026","True","True","True","True"
"05_亲密关系与婚恋.md","26039300-f815-55a5-bd97-e5aa22635fba","高跟","高跟","2026-07-12","2026-07-12","https://www.zhihu.com/question/589084113/answer/2058906714028644292","https://www.zhihu.com/question/589084113/answer/2058906714028644292","True","True","True","True"
"05_亲密关系与婚恋.md","be11fc4e-aa10-5562-b303-6cffcea4b6a9","当仁不让","当仁不让","2026-06-25","2026-06-25","https://www.ifdian.net/p/fdcb72726a7b11f1b12e52540025c377","https://www.ifdian.net/p/fdcb72726a7b11f1b12e52540025c377","True","True","True","True"
"05_亲密关系与婚恋.md","5530ea69-662b-5400-8fae-ad0a0a325e38","一碗油盐饭","一碗油盐饭","2026-06-23","2026-06-23","https://www.zhihu.com/question/2036557109429543087/answer/2040828882861942775","https://www.zhihu.com/question/2036557109429543087/answer/2040828882861942775)","True","True","True","True"
